entry_time,exit_time,entry_price,exit_price,direction,signal_type,exit_reason,bars_held,pnl_pct,pnl_dollar,entry_equity,exit_equity,mfe,mfa,tp1_hit,tp1_pnl,velocity_check,stall_check,early_adverse,snap_lock,scratch_reason
2025-09-07 20:00:00,2025-09-07 20:15:00,0.22257,0.22242,-1,MeanRev_Short,Stall Filter (Bar 3),3,7.394527564354365e-05,0.7394527564354365,10000.0,10000.739452756436,0.002201554567102442,-0.001572538976501851,False,,False,True,False,False,Volume stall at bar 3
2025-09-07 20:55:00,2025-09-07 21:20:00,0.22378,0.224,-1,MeanRev_Short,5-Bar Time Stop,5,-0.0015831084100455715,-15.83225473433326,10000.739452756436,9984.907198022102,0.0004915542050227857,-0.0019215300741799353,False,,False,False,False,False,
2025-09-07 22:05:00,2025-09-07 22:30:00,0.22461,0.22518,-1,MeanRev_Short,5-Bar Time Stop,5,-0.003137732068919403,-31.32996352041813,9984.907198022102,9953.577234501683,8.904323048836759e-05,-0.004719291215885336,False,,False,False,False,False,
2025-09-07 22:40:00,2025-09-07 23:05:00,0.22724,0.22809,-1,MeanRev_Short,5-Bar Time Stop,5,-0.004340538637563764,-43.20388656832963,9953.577234501683,9910.373347933353,0.0008801267382503332,-0.004928709734201769,False,,False,False,False,False,
2025-09-08 00:20:00,2025-09-08 00:45:00,0.22734,0.22695,-1,MeanRev_Short,5-Bar Time Stop,5,0.0011154922143044505,11.054944310469986,9910.373347933353,9921.428292243823,0.00334301046890113,-0.006202164159408914,False,,False,False,False,False,
2025-09-08 02:55:00,2025-09-08 03:05:00,0.23213,0.23329065,-1,MeanRev_Short,Stop Loss,2,-0.005599999999999937,-55.55999843656478,9921.428292243823,9865.868293807258,0.0014646965062680695,-0.010812906560978695,False,,False,False,True,False,
2025-09-08 03:25:00,2025-09-08 03:40:00,0.23286,0.2325,-1,MeanRev_Short,Stall Filter (Bar 3),3,0.0009459933006956935,9.333045311487718,9865.868293807258,9875.201339118745,0.0024907669844542856,-0.002748432534570135,False,,False,True,False,False,Volume stall at bar 3
2025-09-08 05:25:00,2025-09-08 05:50:00,0.23215,0.23206,-1,MeanRev_Short,5-Bar Time Stop,5,-0.00021231962093471135,-2.0966990049756458,9875.201339118745,9873.104640113768,0.00447986215808738,-0.00017230239069572368,False,,False,False,False,False,
2025-09-08 07:25:00,2025-09-08 07:50:00,0.23244,0.23212,-1,MeanRev_Short,5-Bar Time Stop,5,0.0007766993632766077,7.668434087539685,9873.104640113768,9880.773074201306,0.00425916365513689,-0.0019359834796076661,False,,False,False,False,False,
2025-09-08 13:45:00,2025-09-08 14:00:00,0.2376,0.2363217,-1,MeanRev_Short,Trailing Stop,3,0.0047800505050505475,47.23059432362581,9880.773074201306,9957.90681557453,0.007365319865319872,-0.0023148148148147934,True,0.005019999999999987,True,False,False,False,
